url,relative_path,local_path,drive_path,local_exists,drive_exists,local_size_bytes,drive_size_bytes,local_valid,drive_valid,available_local_or_drive
https://physionet.org/files/vindr-mammo/1.0.0/images/cca141f804a8ab8b584d63102bc7f3f7/aad38467d1f04cedf300c9c8305a3536.dicom,images/cca141f804a8ab8b584d63102bc7f3f7/aad38467d1f04cedf300c9c8305a3536.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/cca141f804a8ab8b584d63102bc7f3f7/aad38467d1f04cedf300c9c8305a3536.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/cca141f804a8ab8b584d63102bc7f3f7/aad38467d1f04cedf300c9c8305a3536.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/cca141f804a8ab8b584d63102bc7f3f7/2ccefd9e7701acf52c92275e844f7578.dicom,images/cca141f804a8ab8b584d63102bc7f3f7/2ccefd9e7701acf52c92275e844f7578.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/cca141f804a8ab8b584d63102bc7f3f7/2ccefd9e7701acf52c92275e844f7578.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/cca141f804a8ab8b584d63102bc7f3f7/2ccefd9e7701acf52c92275e844f7578.dicom,False,True,0,3489397,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/cca141f804a8ab8b584d63102bc7f3f7/5d3a5830205d9799001ae3ab56cbf087.dicom,images/cca141f804a8ab8b584d63102bc7f3f7/5d3a5830205d9799001ae3ab56cbf087.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/cca141f804a8ab8b584d63102bc7f3f7/5d3a5830205d9799001ae3ab56cbf087.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/cca141f804a8ab8b584d63102bc7f3f7/5d3a5830205d9799001ae3ab56cbf087.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/cca141f804a8ab8b584d63102bc7f3f7/dedba554dfb143f35b41210d8cfa1537.dicom,images/cca141f804a8ab8b584d63102bc7f3f7/dedba554dfb143f35b41210d8cfa1537.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/cca141f804a8ab8b584d63102bc7f3f7/dedba554dfb143f35b41210d8cfa1537.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/cca141f804a8ab8b584d63102bc7f3f7/dedba554dfb143f35b41210d8cfa1537.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/9ec3039bf215173edf48a8b4f23ad56a/2b46a6fc2c076cfc187b385f6a6f40e6.dicom,images/9ec3039bf215173edf48a8b4f23ad56a/2b46a6fc2c076cfc187b385f6a6f40e6.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/9ec3039bf215173edf48a8b4f23ad56a/2b46a6fc2c076cfc187b385f6a6f40e6.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/9ec3039bf215173edf48a8b4f23ad56a/2b46a6fc2c076cfc187b385f6a6f40e6.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/9ec3039bf215173edf48a8b4f23ad56a/8338207743a394ab8b56b5b920fc30b6.dicom,images/9ec3039bf215173edf48a8b4f23ad56a/8338207743a394ab8b56b5b920fc30b6.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/9ec3039bf215173edf48a8b4f23ad56a/8338207743a394ab8b56b5b920fc30b6.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/9ec3039bf215173edf48a8b4f23ad56a/8338207743a394ab8b56b5b920fc30b6.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/9ec3039bf215173edf48a8b4f23ad56a/55a1fd53521c823e063f605baab56d5e.dicom,images/9ec3039bf215173edf48a8b4f23ad56a/55a1fd53521c823e063f605baab56d5e.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/9ec3039bf215173edf48a8b4f23ad56a/55a1fd53521c823e063f605baab56d5e.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/9ec3039bf215173edf48a8b4f23ad56a/55a1fd53521c823e063f605baab56d5e.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/9ec3039bf215173edf48a8b4f23ad56a/10c8843264e1faeb12b99e8e83be00ad.dicom,images/9ec3039bf215173edf48a8b4f23ad56a/10c8843264e1faeb12b99e8e83be00ad.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/9ec3039bf215173edf48a8b4f23ad56a/10c8843264e1faeb12b99e8e83be00ad.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/9ec3039bf215173edf48a8b4f23ad56a/10c8843264e1faeb12b99e8e83be00ad.dicom,False,True,0,14007925,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/7ee98232df9bcefc6b54530b6a616690/39a9809abe1441f60f9fab50679c2a73.dicom,images/7ee98232df9bcefc6b54530b6a616690/39a9809abe1441f60f9fab50679c2a73.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/7ee98232df9bcefc6b54530b6a616690/39a9809abe1441f60f9fab50679c2a73.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/7ee98232df9bcefc6b54530b6a616690/39a9809abe1441f60f9fab50679c2a73.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/7ee98232df9bcefc6b54530b6a616690/6770e08049264165b58c5f5ddcfd5b95.dicom,images/7ee98232df9bcefc6b54530b6a616690/6770e08049264165b58c5f5ddcfd5b95.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/7ee98232df9bcefc6b54530b6a616690/6770e08049264165b58c5f5ddcfd5b95.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/7ee98232df9bcefc6b54530b6a616690/6770e08049264165b58c5f5ddcfd5b95.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/7ee98232df9bcefc6b54530b6a616690/5c40def8eb37a29833a498f9390f2b02.dicom,images/7ee98232df9bcefc6b54530b6a616690/5c40def8eb37a29833a498f9390f2b02.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/7ee98232df9bcefc6b54530b6a616690/5c40def8eb37a29833a498f9390f2b02.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/7ee98232df9bcefc6b54530b6a616690/5c40def8eb37a29833a498f9390f2b02.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/7ee98232df9bcefc6b54530b6a616690/79929caccef83eaa6f23972d59982913.dicom,images/7ee98232df9bcefc6b54530b6a616690/79929caccef83eaa6f23972d59982913.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/7ee98232df9bcefc6b54530b6a616690/79929caccef83eaa6f23972d59982913.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/7ee98232df9bcefc6b54530b6a616690/79929caccef83eaa6f23972d59982913.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/cfe8618e153122b7b95296bb1b991b90/ac3a35236a0065b5bb2cfd37a5348606.dicom,images/cfe8618e153122b7b95296bb1b991b90/ac3a35236a0065b5bb2cfd37a5348606.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/cfe8618e153122b7b95296bb1b991b90/ac3a35236a0065b5bb2cfd37a5348606.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/cfe8618e153122b7b95296bb1b991b90/ac3a35236a0065b5bb2cfd37a5348606.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/cfe8618e153122b7b95296bb1b991b90/81542c5445df43ba480c6bc0563a643e.dicom,images/cfe8618e153122b7b95296bb1b991b90/81542c5445df43ba480c6bc0563a643e.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/cfe8618e153122b7b95296bb1b991b90/81542c5445df43ba480c6bc0563a643e.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/cfe8618e153122b7b95296bb1b991b90/81542c5445df43ba480c6bc0563a643e.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/cfe8618e153122b7b95296bb1b991b90/5be6ac6189c15f7180e1192a73023aa5.dicom,images/cfe8618e153122b7b95296bb1b991b90/5be6ac6189c15f7180e1192a73023aa5.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/cfe8618e153122b7b95296bb1b991b90/5be6ac6189c15f7180e1192a73023aa5.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/cfe8618e153122b7b95296bb1b991b90/5be6ac6189c15f7180e1192a73023aa5.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/cfe8618e153122b7b95296bb1b991b90/842b1b1e7e81140a86307bda05757a8a.dicom,images/cfe8618e153122b7b95296bb1b991b90/842b1b1e7e81140a86307bda05757a8a.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/cfe8618e153122b7b95296bb1b991b90/842b1b1e7e81140a86307bda05757a8a.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/cfe8618e153122b7b95296bb1b991b90/842b1b1e7e81140a86307bda05757a8a.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/1734a10c08f2565315493df00a2fd134/396bea28fd4be11598bc53bf5f2b7460.dicom,images/1734a10c08f2565315493df00a2fd134/396bea28fd4be11598bc53bf5f2b7460.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/1734a10c08f2565315493df00a2fd134/396bea28fd4be11598bc53bf5f2b7460.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/1734a10c08f2565315493df00a2fd134/396bea28fd4be11598bc53bf5f2b7460.dicom,False,True,0,15761013,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/1734a10c08f2565315493df00a2fd134/df4b1cfb384dab76abc34cc4db0f5b30.dicom,images/1734a10c08f2565315493df00a2fd134/df4b1cfb384dab76abc34cc4db0f5b30.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/1734a10c08f2565315493df00a2fd134/df4b1cfb384dab76abc34cc4db0f5b30.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/1734a10c08f2565315493df00a2fd134/df4b1cfb384dab76abc34cc4db0f5b30.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/1734a10c08f2565315493df00a2fd134/e5d50287bca6e2869033605dcdc7a7ef.dicom,images/1734a10c08f2565315493df00a2fd134/e5d50287bca6e2869033605dcdc7a7ef.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/1734a10c08f2565315493df00a2fd134/e5d50287bca6e2869033605dcdc7a7ef.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/1734a10c08f2565315493df00a2fd134/e5d50287bca6e2869033605dcdc7a7ef.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/1734a10c08f2565315493df00a2fd134/ba37afce57e568f7590586e6c9c23528.dicom,images/1734a10c08f2565315493df00a2fd134/ba37afce57e568f7590586e6c9c23528.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/1734a10c08f2565315493df00a2fd134/ba37afce57e568f7590586e6c9c23528.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/1734a10c08f2565315493df00a2fd134/ba37afce57e568f7590586e6c9c23528.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/10200894bf6f74b2ae92a0cecd37c60c/8992f69db04084cbb4b3b31f6735e4eb.dicom,images/10200894bf6f74b2ae92a0cecd37c60c/8992f69db04084cbb4b3b31f6735e4eb.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/10200894bf6f74b2ae92a0cecd37c60c/8992f69db04084cbb4b3b31f6735e4eb.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/10200894bf6f74b2ae92a0cecd37c60c/8992f69db04084cbb4b3b31f6735e4eb.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/10200894bf6f74b2ae92a0cecd37c60c/af0f6ad067fdf3e94c630ad4f5e5151f.dicom,images/10200894bf6f74b2ae92a0cecd37c60c/af0f6ad067fdf3e94c630ad4f5e5151f.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/10200894bf6f74b2ae92a0cecd37c60c/af0f6ad067fdf3e94c630ad4f5e5151f.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/10200894bf6f74b2ae92a0cecd37c60c/af0f6ad067fdf3e94c630ad4f5e5151f.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/10200894bf6f74b2ae92a0cecd37c60c/581b0e4d471a5c0adc6888cb038fa722.dicom,images/10200894bf6f74b2ae92a0cecd37c60c/581b0e4d471a5c0adc6888cb038fa722.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/10200894bf6f74b2ae92a0cecd37c60c/581b0e4d471a5c0adc6888cb038fa722.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/10200894bf6f74b2ae92a0cecd37c60c/581b0e4d471a5c0adc6888cb038fa722.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/10200894bf6f74b2ae92a0cecd37c60c/29896919b15b2dd978a36b2f68a5ad93.dicom,images/10200894bf6f74b2ae92a0cecd37c60c/29896919b15b2dd978a36b2f68a5ad93.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/10200894bf6f74b2ae92a0cecd37c60c/29896919b15b2dd978a36b2f68a5ad93.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/10200894bf6f74b2ae92a0cecd37c60c/29896919b15b2dd978a36b2f68a5ad93.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/bdf65210726eb71e919b1af1a1c87c61/905de70692b4a7fdc07812aa56fce7b1.dicom,images/bdf65210726eb71e919b1af1a1c87c61/905de70692b4a7fdc07812aa56fce7b1.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/bdf65210726eb71e919b1af1a1c87c61/905de70692b4a7fdc07812aa56fce7b1.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/bdf65210726eb71e919b1af1a1c87c61/905de70692b4a7fdc07812aa56fce7b1.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/bdf65210726eb71e919b1af1a1c87c61/ce7451c5965829052ac3a5d9aded25b1.dicom,images/bdf65210726eb71e919b1af1a1c87c61/ce7451c5965829052ac3a5d9aded25b1.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/bdf65210726eb71e919b1af1a1c87c61/ce7451c5965829052ac3a5d9aded25b1.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/bdf65210726eb71e919b1af1a1c87c61/ce7451c5965829052ac3a5d9aded25b1.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/bdf65210726eb71e919b1af1a1c87c61/35293500d91fb681fd8ff9171d8161c1.dicom,images/bdf65210726eb71e919b1af1a1c87c61/35293500d91fb681fd8ff9171d8161c1.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/bdf65210726eb71e919b1af1a1c87c61/35293500d91fb681fd8ff9171d8161c1.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/bdf65210726eb71e919b1af1a1c87c61/35293500d91fb681fd8ff9171d8161c1.dicom,False,True,0,19742826,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/bdf65210726eb71e919b1af1a1c87c61/2f11b93c073630fc866ebd61708c49c5.dicom,images/bdf65210726eb71e919b1af1a1c87c61/2f11b93c073630fc866ebd61708c49c5.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/bdf65210726eb71e919b1af1a1c87c61/2f11b93c073630fc866ebd61708c49c5.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/bdf65210726eb71e919b1af1a1c87c61/2f11b93c073630fc866ebd61708c49c5.dicom,False,True,0,19742828,False,True,True
https://physionet.org/files/vindr-mammo/1.0.0/images/72d177eae7c6b34a411341368f32ca5a/03234e390d3f2c9c07889e1687eafbb8.dicom,images/72d177eae7c6b34a411341368f32ca5a/03234e390d3f2c9c07889e1687eafbb8.dicom,/content/vindr_mammo_fast_raw/target2class_subset_v2_medium_balanced/images/72d177eae7c6b34a411341368f32ca5a/03234e390d3f2c9c07889e1687eafbb8.dicom,/content/drive/MyDrive/vindr_mammo/dataset/raw/target2class_subset_v2_medium_balanced/images/72d177eae7c6b34a411341368f32ca5a/03234e390d3f2c9c07889e1687eafbb8.dicom,False,True,0,19742826,False,True,True
