dataset,split,image_id,width,height,aspect_ratio,n_boxes,is_positive
raw_png_2class,train,001ade2a3cb53fd808bd2856a0df5413,1465,2048,0.71533203125,3,True
raw_png_2class,train,002074412a8fc178c271fb93b55c3e29,1630,2048,0.7958984375,1,True
raw_png_2class,train,0023a34e6da7f2e0ce21c6edaaa6b044,1465,2048,0.71533203125,0,False
raw_png_2class,train,002460132586dc0c7b88a59dce6e77bd,1630,2048,0.7958984375,1,True
raw_png_2class,train,0027b96e3fad26237fc3b9a4e3764569,1630,2048,0.7958984375,0,False
raw_png_2class,train,0033486d8e272f4914b6e6220b21297f,1630,2048,0.7958984375,0,False
raw_png_2class,train,0077cf9b17659aacf770131a44deeb21,1630,2048,0.7958984375,0,False
raw_png_2class,train,00857417d07096982013956033da1f75,1630,2048,0.7958984375,1,True
raw_png_2class,train,008efa0084e21397631642ec9bfbb544,1465,2048,0.71533203125,0,False
raw_png_2class,train,009c030ed53e82ad3d42ee3072d3f713,1630,2048,0.7958984375,0,False
raw_png_2class,train,009e539fbe294fb3f22022e56faa7600,1630,2048,0.7958984375,0,False
raw_png_2class,train,00d2e2e744370b53e27b0d75dcbac582,1630,2048,0.7958984375,0,False
raw_png_2class,train,0112888ebb711f6e8bacc5076928ce17,1630,2048,0.7958984375,0,False
raw_png_2class,train,0159bbb5f3513dbf9e83549b99fb6c89,1630,2048,0.7958984375,0,False
raw_png_2class,train,0171ab32059f4c226164a13c311f6824,1630,2048,0.7958984375,1,True
raw_png_2class,train,0178810f3d306a7aa66eeea226b85846,1609,2048,0.78564453125,0,False
raw_png_2class,train,0251626a4fc9a399779129e0381638fc,1630,2048,0.7958984375,0,False
raw_png_2class,train,025e8bf895b273d9925a88c0f295bd09,1630,2048,0.7958984375,0,False
raw_png_2class,train,0263ac33ea388446f5ef9b5d074cd7ac,1630,2048,0.7958984375,0,False
raw_png_2class,train,029bce64717d6abfa8b91da845e2369e,1630,2048,0.7958984375,0,False
raw_png_2class,train,02b3206d267eb7f354113b0c5365127b,1609,2048,0.78564453125,1,True
raw_png_2class,train,02bfa44c5d38d04bdb6d6e22b647e6a8,1630,2048,0.7958984375,0,False
raw_png_2class,train,03bef4f436b444b0f984705dd9fccb0d,1630,2048,0.7958984375,0,False
raw_png_2class,train,044871fcc0dda40a47d15e694f4abbd6,1609,2048,0.78564453125,0,False
raw_png_2class,train,048442000c4a83196f09dd278f743b3c,1630,2048,0.7958984375,0,False
raw_png_2class,train,04c64dd7683662188094816c7c2ca88d,1630,2048,0.7958984375,2,True
raw_png_2class,train,050c2f6caf47f439d62e1fc8942396f6,1630,2048,0.7958984375,1,True
raw_png_2class,train,0512eba40f343332df4758ea376de0dc,1609,2048,0.78564453125,0,False
raw_png_2class,train,051c9cdca609082df5257bde8b1ec127,1630,2048,0.7958984375,0,False
raw_png_2class,train,051cab78cc34935e39f6133fad298923,1630,2048,0.7958984375,0,False
raw_png_2class,train,0528e89707550f54d3677dd55b11e698,1465,2048,0.71533203125,0,False
raw_png_2class,train,058dadc4d0a2de9f98c3cabada08703e,1630,2048,0.7958984375,0,False
raw_png_2class,train,05b027272d8159658b5f9a51e22e734f,1630,2048,0.7958984375,0,False
raw_png_2class,train,061bc49a16cad3bc2b479993f7e689f8,1630,2048,0.7958984375,1,True
raw_png_2class,train,063e3c9dbcf2f26a8a2bc026061e8b6c,1630,2048,0.7958984375,0,False
raw_png_2class,train,06691f5dc2caa5f72c05d4b26af810cf,1609,2048,0.78564453125,3,True
raw_png_2class,train,06bb29b24d251036283df49dcd1a0651,1630,2048,0.7958984375,0,False
raw_png_2class,train,06e41ae6d876da5119d826eee7f26fd3,1630,2048,0.7958984375,0,False
raw_png_2class,train,07113fb0e24edd63db2b28980d4b88f2,1630,2048,0.7958984375,0,False
raw_png_2class,train,074299330d1c1adedf9728812efdda0a,1630,2048,0.7958984375,0,False
raw_png_2class,train,07b7e44dbce5dfef79947f2c8bb18a55,1630,2048,0.7958984375,0,False
raw_png_2class,train,07e191bc54c3378f9fdf23ddecc47420,1609,2048,0.78564453125,2,True
raw_png_2class,train,07f468d6fff5b3e3b512e4b95cf0cdda,1630,2048,0.7958984375,1,True
raw_png_2class,train,07f5863348560d0507bba86c8bba0586,1609,2048,0.78564453125,2,True
raw_png_2class,train,080220733f46127184e6e0158d66c2e3,1609,2048,0.78564453125,1,True
raw_png_2class,train,0806729f6ebeb658662051e8bdcfab3c,1555,2048,0.75927734375,1,True
raw_png_2class,train,082589f97e67c79a6f4740933d7cc13f,1630,2048,0.7958984375,0,False
raw_png_2class,train,08490d6ee0e276c8a4daaf106d9a01e0,1630,2048,0.7958984375,0,False
raw_png_2class,train,08502b90fb4d5e049f9024f155491fac,1630,2048,0.7958984375,0,False
raw_png_2class,train,0860f56cde9bd39dde73f2225c5f5023,1630,2048,0.7958984375,0,False
raw_png_2class,train,08a64894ac411114c25dd709e2bcc471,1630,2048,0.7958984375,3,True
raw_png_2class,train,08c4c93e7f0ad35319f072365533892c,1630,2048,0.7958984375,0,False
raw_png_2class,train,0939019fd916e0748e07d9546cd8bdf5,1630,2048,0.7958984375,1,True
raw_png_2class,train,094ead537f6ed7a208bde7b1dd43ffa3,1630,2048,0.7958984375,0,False
raw_png_2class,train,0973fb7038cadd96651459fa64e00536,1630,2048,0.7958984375,0,False
raw_png_2class,train,0974ba6d4ca858d8cb1f0e08b320370e,1630,2048,0.7958984375,0,False
raw_png_2class,train,098e9dc16de1f8a417578b2e843998f6,1630,2048,0.7958984375,0,False
raw_png_2class,train,09c469e3ea3fcac9657ec1555f423e9b,1630,2048,0.7958984375,0,False
raw_png_2class,train,09d71ae86ca0383de5dcbcc40fa421ce,1630,2048,0.7958984375,1,True
raw_png_2class,train,09db82a9247c417ef0edfb7a09843db1,1630,2048,0.7958984375,0,False
raw_png_2class,train,0a28271851202922e06873263cf7439b,1630,2048,0.7958984375,0,False
raw_png_2class,train,0ab3069be9e0d01033c2614359ed52c9,1630,2048,0.7958984375,0,False
raw_png_2class,train,0abdf3f3255cb44a2a15908a811fe6e3,1630,2048,0.7958984375,1,True
raw_png_2class,train,0ac950834b6f143b8fc1b3a1b2102faa,1630,2048,0.7958984375,0,False
raw_png_2class,train,0adc8a85d70d053c80a88bb97d108e44,1630,2048,0.7958984375,1,True
raw_png_2class,train,0b269443b8ac83a3a6de8422df002229,1630,2048,0.7958984375,0,False
raw_png_2class,train,0b5573dd1cf124f90103d00f866c7e49,1630,2048,0.7958984375,0,False
raw_png_2class,train,0bac94530476031873566b909b8f1161,1630,2048,0.7958984375,1,True
raw_png_2class,train,0c0e4808733f336ccc4397740c418c31,1630,2048,0.7958984375,0,False
raw_png_2class,train,0cc4c55d8a103691fbed1315de46f46b,1630,2048,0.7958984375,0,False
raw_png_2class,train,0cf9cd3d36a7bfb95e66c0ba482eb8c0,1630,2048,0.7958984375,3,True
raw_png_2class,train,0d08356a2638c214fbc6cbeb24251c0c,1630,2048,0.7958984375,1,True
raw_png_2class,train,0d449385da79a624a1e6414f157452b5,1630,2048,0.7958984375,0,False
raw_png_2class,train,0d58856b402c571d3fa0fc19d26267ca,1630,2048,0.7958984375,2,True
raw_png_2class,train,0d6987fc066d2fad238b5c15f4e9bf8e,1630,2048,0.7958984375,1,True
raw_png_2class,train,0d6ee321220fddce300e3deced631c18,1630,2048,0.7958984375,0,False
raw_png_2class,train,0dc38f7b2936fff46ec10a0beb5aaeb2,1609,2048,0.78564453125,1,True
raw_png_2class,train,0dddd9fce00e2dba24a40b27753c657e,1609,2048,0.78564453125,0,False
raw_png_2class,train,0de03bea36a3e5ff1715defecc4bc027,1630,2048,0.7958984375,0,False
raw_png_2class,train,0e1eff7c2d605c08b78bf2598a1a4dd4,1465,2048,0.71533203125,0,False
raw_png_2class,train,0e3db7bbea14c6dd5dbab7b95bfe82e4,1630,2048,0.7958984375,1,True
raw_png_2class,train,0f37159abdcef6a062e404df47e8f1ac,1465,2048,0.71533203125,1,True
raw_png_2class,train,0fb063fe3b46db2bbe83d124a3793101,1465,2048,0.71533203125,1,True
raw_png_2class,train,0ff23ad9989f508517b61605b4fccb87,1465,2048,0.71533203125,0,False
raw_png_2class,train,1027035c3d31554b99f53865f3a51a50,1465,2048,0.71533203125,0,False
raw_png_2class,train,10e0019ae8ce05748b47e9b02131de7f,1609,2048,0.78564453125,1,True
raw_png_2class,train,10f51b35c67d32d449557c631f84461c,1630,2048,0.7958984375,0,False
raw_png_2class,train,114d538a35b1b8e8ab15ba05d790dc8d,1630,2048,0.7958984375,0,False
raw_png_2class,train,116a7bd5a30ffeeb2c892064f21bd360,1630,2048,0.7958984375,0,False
raw_png_2class,train,11746a4603b54185902398e1bd07cc3b,1609,2048,0.78564453125,0,False
raw_png_2class,train,11ad49282c890423f5bd94803842d89c,1630,2048,0.7958984375,1,True
raw_png_2class,train,11b8d57615519367276e766b61684f04,1465,2048,0.71533203125,2,True
raw_png_2class,train,11b953e33bdaee7933f8d1db574942af,1630,2048,0.7958984375,1,True
raw_png_2class,train,11d1c20d269f487d47fa5fc80c6f7722,1630,2048,0.7958984375,1,True
raw_png_2class,train,11d58b8d2f895c5dd03b55dfb75b391c,1465,2048,0.71533203125,0,False
raw_png_2class,train,11d7d3658b66d8515393a4c8189104c6,1630,2048,0.7958984375,0,False
raw_png_2class,train,11dbf2405e94335db8d8011db532a5ac,1630,2048,0.7958984375,2,True
raw_png_2class,train,120509b6c25ba36b0d752b1ea3877570,1630,2048,0.7958984375,0,False
raw_png_2class,train,12284c56ca4887b1747c1f45bce853f1,1630,2048,0.7958984375,3,True
raw_png_2class,train,128ed41245d5a02c799aba4f24e65e11,1630,2048,0.7958984375,0,False
raw_png_2class,train,129b633979a43461369df710e69e111d,1630,2048,0.7958984375,1,True
raw_png_2class,train,132095e759b34fba0adcba4205e1b513,1609,2048,0.78564453125,2,True
raw_png_2class,train,13467a014e4404f1622b8efa8f52c182,1630,2048,0.7958984375,0,False
raw_png_2class,train,136a7d195b654c4bf862fdd076c77574,1630,2048,0.7958984375,1,True
raw_png_2class,train,13904c61cc7e21ba53be8fd13dfffa82,1609,2048,0.78564453125,0,False
raw_png_2class,train,13b80852b3cdd0899c6eabb210c87765,1630,2048,0.7958984375,0,False
