dataset,split,image_id,class_id,class_name,xmin,ymin,xmax,ymax,bbox_width_px,bbox_height_px,bbox_area_px,bbox_width_norm,bbox_height_norm,bbox_area_norm,image_width,image_height
raw_png_2class,train,001ade2a3cb53fd808bd2856a0df5413,0,Mass,979.5069256500001,1141.93600512,1299.45126425,1380.59624448,319.9443385999998,238.6602393600001,76357.99243215288,0.21839204,0.11653332,0.0254499494827728,1465,2048
raw_png_2class,train,001ade2a3cb53fd808bd2856a0df5413,1,Suspicious Calcification,1024.224182775,1189.44975872,1073.078490025,1238.3158784,48.85430725000015,48.86611967999988,2387.320424961993,0.03334765,0.02386041,0.0007956886015365,1465,2048
raw_png_2class,train,001ade2a3cb53fd808bd2856a0df5413,1,Suspicious Calcification,1136.3017004,1181.78449408,1215.8096822999998,1269.93512448,79.50798189999978,88.15063039999995,7008.678726316766,0.05427166,0.0430423,0.0023359770712179997,1465,2048
raw_png_2class,train,002074412a8fc178c271fb93b55c3e29,1,Suspicious Calcification,1310.7004736000001,903.4602086399999,1364.7814938000001,975.28573952,54.08102020000001,71.82553088000009,3884.3979863970094,0.03317854,0.03507106,0.0011636065670524,1630,2048
raw_png_2class,train,002460132586dc0c7b88a59dce6e77bd,0,Mass,16.311059549999996,1102.4154419200001,190.37991685,1276.4896256,174.0688573,174.0741836799998,30300.894238607874,0.10679071,0.08499716,0.0090769070643836,1630,2048
raw_png_2class,train,00857417d07096982013956033da1f75,1,Suspicious Calcification,31.34001815,653.77656832,96.84761545,709.8491289599999,65.50759730000001,56.07256063999989,3673.178721984944,0.04018871,0.02737918,0.0011003339250578,1630,2048
raw_png_2class,train,0171ab32059f4c226164a13c311f6824,1,Suspicious Calcification,97.2912118,968.94620672,140.1503014,1019.3311641600001,42.85908959999999,50.38495744000011,2159.453405413151,0.02629392,0.02460203,0.0006468838086576,1630,2048
raw_png_2class,train,02b3206d267eb7f354113b0c5365127b,1,Suspicious Calcification,167.76515248,639.0617907200001,409.1792228599999,1007.88484096,241.4140703799999,368.82305023999993,89039.07380840559,0.15003982,0.18008938,0.0270205781591116,1609,2048
raw_png_2class,train,04c64dd7683662188094816c7c2ca88d,0,Mass,51.4472173,1119.76349696,167.67984410000003,1253.54135552,116.23262680000002,133.7778585599999,15549.351908107657,0.07130836,0.06532122,0.0046579490713992,1630,2048
raw_png_2class,train,04c64dd7683662188094816c7c2ca88d,0,Mass,180.29778819999999,1025.40882944,414.76513819999997,1275.47669504,234.46734999999998,250.0678656,58632.74976738816,0.143845,0.12210345,0.01756397076525,1630,2048
raw_png_2class,train,050c2f6caf47f439d62e1fc8942396f6,0,Mass,1349.91368515,573.2921344,1452.3358598500001,677.40598272,102.42217470000014,104.11384831999999,10663.566761320355,0.06283569,0.05083684,0.0031943679188196,1630,2048
raw_png_2class,train,061bc49a16cad3bc2b479993f7e689f8,1,Suspicious Calcification,1586.263677,822.7860275200001,1628.999995,997.87896832,42.73631799999998,175.09294079999995,7482.82759758397,0.0262186,0.0854946,0.0022415487195600005,1630,2048
raw_png_2class,train,06691f5dc2caa5f72c05d4b26af810cf,0,Mass,1266.5439154399999,873.8667520000001,1554.8872383,1401.95371008,288.34332286000017,528.0869580799999,152270.3482518168,0.17920654,0.25785496,0.0462092952034384,1609,2048
